label	text	
guilt	I accidentally broke a glass dolphins in my mother in laws house which she loved.	
guilt	For spending money on new clothes for myself whilst making little money on maternity leave and my partner was working hard to keep us a float.	
guilt	The time I felt ... was when I purposely offend my employee	
guilt	I felt ... when I spoke about a friend to another friend that was in a horrible manner.	
guilt	I was short tempered with my mother as I was tired. I could see she was upset by the situation and I had snapped at her for no good reason.	
guilt	I felt ... when i was caught cheating by my first girlfriend . I hurt her so bad and it made me feel ... for the actions i took to disrupt the relationship and break her trust.	
guilt	I cheated in a test	
guilt	I felt ... when my dad died because I couldn’t save him	
guilt	I broke the vase and lied against my sister which was scolded afterwards.	
guilt	I was playing with my young neice who was around 18months old out on the street. She started having a tantrum and threw herself backworks I managed to catch her but she hit her head of the floor the sound made me feel sick. I checked her and she was fine no cuts or anything she didn't even cry but I felt ... that I haven't caught in time.	
guilt	I did something wrong	
guilt	I stole a some paper from school	
guilt	i accidentally once ripped a page in a bible while at mass. as a religious and anxious person this made me feel ... as it was destruction of property, and in a holy place of worship.	
guilt	I feel ... I push everyone out of my life do to self-hate.	
guilt	I hooked up with a guy that I knew my friend had like for a while.	
guilt	when i was younger I was at my Aunts house. We were having dinner as a family and she had brought out all her good plates and glasses. Like the ones that only came out when there was guests over. I accidentally dropped one of her glasses and smashed it on the floor. The look on her face is still engraved in my mind and it happened around 10 years ago. It was only a glass but i felt so so ....	
guilt	I screwed up an experiment	
guilt	I had thoughts about breaking up with my partner but I couldn't bring myself to do it	
guilt	I was really late to pick my kid up from school	
guilt	When I was a child and my stepfather was abusive, I told the courts and was sent away to live with my dad. My mum was devastated and I felt very ..., blaming myself for it. I am thinking of the specific day that the judge made the decision and I moved out of their house.	
guilt	I called in sick at work	
guilt	when picked up money off the ground that someone dropped	
guilt	I felt ... when I was at my brother's wedding and I didn't want him to marry his now wife.	
guilt	I picked the neighbor's flowers	
guilt	I lied to people i care about regarding important applications	
guilt	when I bailed on my little sisters plan to go to the movies. Instead I wanted to relax and play video games at home.	
guilt	I had won an award when someone else was trying harder for it than me	
guilt	I had been ignoring my mum as I felt tired	
guilt	I accidentally hit yogurt onto a girl	
guilt	I have gotten mad at my child for a small thing due to my own stresses at the time	
guilt	i felt ... when my baby brother got hurt whilst i was carrying him and fell over myself. i felt ... because i was suppose to keep him safe but ended up hurting him.	
guilt	I felt ... when I had to lie to my kids about everything been alright with their father	
